Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID,case_location,data_as_of,data_loaded_at,Analysis Neighborhoods
32220357,E44,3063851,Medical Incident,08/10/2003,08/10/2003,08/10/2003 07:55:00 PM,08/10/2003 07:57:45 PM,08/10/2003 07:57:53 PM,08/10/2003 07:58:55 PM,08/10/2003 08:01:07 PM,,,Other,08/10/2003 08:13:36 PM,MANSELL ST/SOMERSET ST,SF,94134.0,B10,44,626,3,3,3,False,,1,ENGINE,2.0,10.0,10.0,Portola,032220357-E44,POINT (-122.40501 37.72051),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,25.0
233360166,E09,23162207,Outside Fire,12/02/2023,12/01/2023,12/02/2023 01:31:25 AM,12/02/2023 01:31:25 AM,12/02/2023 01:31:25 AM,12/02/2023 01:31:25 AM,12/02/2023 01:31:25 AM,,,Fire,12/02/2023 01:37:10 AM,NEWCOMB AVE/BARNEVELD AVE,San Francisco,94124.0,B10,9,6412,3,3,3,True,Fire,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,233360166-E09,POINT (-122.403275 37.743122),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1.0
3300277,E25,98646,Structure Fire / Smoke in Building,11/25/2000,11/25/2000,11/25/2000 06:24:12 PM,11/25/2000 06:33:51 PM,11/25/2000 06:34:02 PM,11/25/2000 06:34:42 PM,11/25/2000 06:35:52 PM,,,Other,11/25/2000 06:36:24 PM,03RD ST/NEWHALL ST,SF,94124.0,B10,25,6467,3,3,3,True,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,003300277-E25,POINT (-122.389114 37.739113),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1.0
112490364,85,11082276,Medical Incident,09/06/2011,09/06/2011,09/06/2011 08:33:46 PM,09/06/2011 08:34:30 PM,09/06/2011 08:35:55 PM,,,,,Other,,CEDAR ST/LARKIN ST,SF,94109.0,B04,3,1556,3,3,3,True,,1,MEDIC,3.0,4.0,6.0,Tenderloin,112490364-85,POINT (-122.41818 37.786568),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
161024195,62,16040745,Medical Incident,04/11/2016,04/11/2016,04/11/2016 11:41:28 PM,04/11/2016 11:42:12 PM,04/11/2016 11:43:54 PM,04/11/2016 11:43:54 PM,04/11/2016 11:46:10 PM,04/12/2016 12:00:25 AM,04/12/2016 12:07:01 AM,Code 2 Transport,04/12/2016 01:21:19 AM,08TH ST/GROVE ST/HYDE ST/MARKET ST,San Francisco,94103.0,B02,1.0,2317.0,3,E,3,True,Potentially Life-Threatening,1,MEDIC,1.0,2.0,6.0,Tenderloin,161024195-62,POINT (-122.41474 37.77872),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34.0
70600241,E44,7017448,Citizen Assist / Service Call,03/01/2007,03/01/2007,03/01/2007 03:09:25 PM,03/01/2007 03:12:50 PM,03/01/2007 03:13:01 PM,03/01/2007 03:13:46 PM,03/01/2007 03:18:35 PM,,,Other,03/01/2007 03:20:40 PM,ARLETA AVE/BAY SHORE BLVD/SAN BRUNO AVE,SF,94134.0,B10,44,6267,3,3,3,True,,1,ENGINE,1.0,10.0,10.0,Visitacion Valley,070600241-E44,POINT (-122.40246 37.71218),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,40.0
173552366,76,17148836,Medical Incident,12/21/2017,12/21/2017,12/21/2017 02:58:15 PM,12/21/2017 03:01:18 PM,12/21/2017 03:02:07 PM,12/21/2017 03:02:20 PM,12/21/2017 03:17:26 PM,12/21/2017 03:37:18 PM,12/21/2017 04:07:21 PM,Code 2 Transport,12/21/2017 04:58:50 PM,THE EMBARCADERO/BEACH ST/GRANT AVE,San Francisco,94133.0,B01,28,939,2,2,2,True,Non Life-threatening,1,MEDIC,2.0,1.0,3.0,North Beach,173552366-76,POINT (-122.40905 37.80811),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,23.0
93140219,T14,9095028,Structure Fire / Smoke in Building,11/10/2009,11/10/2009,11/10/2009 01:34:00 PM,11/10/2009 01:34:00 PM,11/10/2009 01:34:09 PM,11/10/2009 01:35:51 PM,,,,Other,11/10/2009 01:50:55 PM,30TH AVE/ANZA ST,SF,94121.0,B07,14,724,3,3,3,False,,1,TRUCK,3.0,7.0,1.0,Outer Richmond,093140219-T14,POINT (-122.48995 37.777924),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,29.0
240311768,M555,24015498,Medical Incident,01/31/2024,01/31/2024,01/31/2024 01:55:10 PM,01/31/2024 01:56:00 PM,01/31/2024 01:56:26 PM,01/31/2024 01:56:30 PM,01/31/2024 02:03:18 PM,01/31/2024 02:21:00 PM,01/31/2024 02:43:40 PM,Code 2 Transport,01/31/2024 03:13:49 PM,APTOS AVE/DARIEN WAY,San Francisco,94127.0,B09,39,8552,3,3,3,True,Potentially Life-Threatening,1,MEDIC,1.0,9.0,7.0,West of Twin Peaks,240311768-M555,POINT (-122.466095 37.73205),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,41.0
90950019,T10,9027889,Medical Incident,04/05/2009,04/04/2009,04/05/2009 01:46:04 AM,04/05/2009 01:46:48 AM,04/05/2009 01:47:12 AM,04/05/2009 01:49:32 AM,,,,Other,04/05/2009 01:50:34 AM,EUCLID AVE/JORDAN AVE,SF,94118.0,B07,10.0,4441.0,3,3,3,True,,1,TRUCK,3.0,7.0,2.0,Presidio Heights,090950019-T10,POINT (-122.45681 37.783928),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,31.0
171162643,60,17049444,Medical Incident,04/26/2017,04/26/2017,04/26/2017 04:21:05 PM,04/26/2017 04:23:01 PM,04/26/2017 04:23:20 PM,04/26/2017 04:23:46 PM,04/26/2017 04:29:07 PM,04/26/2017 04:43:43 PM,04/26/2017 05:10:09 PM,Code 2 Transport,04/26/2017 05:47:47 PM,EDDY ST/JONES ST,San Francisco,94102.0,B03,1.0,1453,2,2,2,True,Potentially Life-Threatening,1,MEDIC,1.0,2.0,6.0,Tenderloin,171162643-60,POINT (-122.4126 37.78393),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
242221273,B04,24109073,Other,08/09/2024,08/09/2024,08/09/2024 11:26:55 AM,08/09/2024 11:26:55 AM,08/09/2024 11:26:55 AM,08/09/2024 11:26:55 AM,08/09/2024 11:26:55 AM,,,Fire,08/09/2024 12:06:38 PM,BAY ST/DIVISADERO ST,San Francisco,94123.0,B04,16.0,4212.0,3,3,3,False,Alarm,1,CHIEF,2.0,4.0,2.0,Marina,242221273-B04,POINT (-122.443223497 37.801838381),08/10/2024 03:29:48 AM,08/17/2024 04:16:51 AM,13.0
220290713,70,22013584,Medical Incident,01/29/2022,01/29/2022,01/29/2022 08:33:53 AM,01/29/2022 08:34:11 AM,01/29/2022 08:34:44 AM,01/29/2022 08:35:03 AM,01/29/2022 08:41:37 AM,01/29/2022 08:57:04 AM,01/29/2022 09:26:49 AM,Code 2 Transport,01/29/2022 10:03:48 AM,HEAD ST/RANDOLPH ST,San Francisco,94132.0,B09,33,8416,3,3,3,True,Potentially Life-Threatening,1,MEDIC,2.0,9.0,11.0,Oceanview/Merced/Ingleside,220290713-70,POINT (-122.4644 37.714294),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,24.0
221372510,E07,22062795,Medical Incident,05/17/2022,05/17/2022,05/17/2022 05:38:53 PM,05/17/2022 05:40:08 PM,05/17/2022 05:40:39 PM,05/17/2022 05:43:01 PM,05/17/2022 05:44:33 PM,,,Against Medical Advice,05/17/2022 05:55:39 PM,17TH ST/CAPP ST,San Francisco,94110.0,B02,7,5236,3,3,3,True,Potentially Life-Threatening,1,ENGINE,1.0,2.0,9.0,Mission,221372510-E07,POINT (-122.41849 37.763496),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
22840154,91,2084118,Medical Incident,10/11/2002,10/11/2002,10/11/2002 10:49:11 AM,10/11/2002 10:50:19 AM,10/11/2002 10:50:38 AM,10/11/2002 10:51:10 AM,10/11/2002 10:57:25 AM,10/11/2002 11:06:38 AM,10/11/2002 11:18:24 AM,Other,10/11/2002 11:42:17 AM,06TH ST/MINNA ST,SF,94103.0,B03,1,2251,3,3,3,True,,1,MEDIC,2.0,3.0,6.0,South of Market,022840154-91,POINT (-122.40816 37.780537),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34.0
171223079,78,17052182,Medical Incident,05/02/2017,05/02/2017,05/02/2017 05:42:37 PM,05/02/2017 05:43:58 PM,05/02/2017 05:45:25 PM,05/02/2017 05:45:39 PM,05/02/2017 05:49:21 PM,,,No Merit,05/02/2017 05:50:18 PM,MALDEN ALY/HOWARD ST,San Francisco,94105.0,B03,35.0,2141,3,3,3,True,Potentially Life-Threatening,1,MEDIC,2.0,3.0,6.0,Financial District/South Beach,171223079-78,POINT (-122.397934 37.787037),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8.0
221542716,T01,22070768,Medical Incident,06/03/2022,06/03/2022,06/03/2022 07:10:20 PM,06/03/2022 07:10:20 PM,06/03/2022 07:10:56 PM,,,,,Code 3 Transport,06/03/2022 07:14:05 PM,GOLDEN GATE AVE/LEAVENWORTH ST,San Francisco,94102.0,B02,3,1546,A,3,3,False,Potentially Life-Threatening,1,TRUCK,7.0,2.0,6.0,Tenderloin,221542716-T01,POINT (-122.413864 37.781864),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
162910235,B02,16115602,Structure Fire / Smoke in Building,10/17/2016,10/16/2016,10/17/2016 02:13:22 AM,10/17/2016 02:15:23 AM,10/17/2016 02:15:42 AM,10/17/2016 02:17:18 AM,10/17/2016 02:17:19 AM,,,Code 2 Transport,10/17/2016 02:28:07 AM,STANYAN ST/FULTON ST,San Francisco,94122.0,B05,21.0,4542.0,3,3,3,False,Alarm,1,CHIEF,1.0,7.0,1.0,Lone Mountain/USF,162910235-B02,POINT (-122.45468 37.774757),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,18.0
201541830,RC1,20064130,Medical Incident,06/02/2020,06/02/2020,06/02/2020 01:23:50 PM,06/02/2020 01:24:15 PM,06/02/2020 01:24:56 PM,06/02/2020 01:25:20 PM,,,,Code 2 Transport,06/02/2020 01:29:08 PM,GOLDEN GATE AVE/LEAVENWORTH ST,San Francisco,94102.0,B02,3,1546,3,E,3,True,Potentially Life-Threatening,1,RESCUE CAPTAIN,4.0,2.0,6.0,Tenderloin,201541830-RC1,POINT (-122.413864 37.781864),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
70940120,E44,7027137,Traffic Collision,04/04/2007,04/04/2007,04/04/2007 10:35:45 AM,04/04/2007 10:36:50 AM,04/04/2007 10:37:11 AM,04/04/2007 10:38:20 AM,04/04/2007 10:41:31 AM,,,Other,04/04/2007 10:55:05 AM,SAN BRUNO AVE/DWIGHT ST,SF,94134.0,B09,44,6311,3,3,3,True,,1,ENGINE,1.0,10.0,9.0,Portola,070940120-E44,POINT (-122.40211 37.724037),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,25.0
122030318,E40,12067583,Medical Incident,07/21/2012,07/21/2012,07/21/2012 07:04:14 PM,07/21/2012 07:06:37 PM,07/21/2012 07:07:17 PM,07/21/2012 07:08:19 PM,07/21/2012 07:13:10 PM,,,Other,07/21/2012 07:31:45 PM,RIVERTON DR/OCEAN AVE,SF,94132.0,B08,19,8742,2,2,2,False,Non Life-threatening,1,ENGINE,1.0,8.0,7.0,Sunset/Parkside,122030318-E40,POINT (-122.48715 37.7322),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,35.0
31380079,E21,3039400,Structure Fire / Smoke in Building,05/18/2003,05/17/2003,05/18/2003 07:03:51 AM,05/18/2003 07:03:51 AM,05/18/2003 07:04:26 AM,05/18/2003 07:05:45 AM,05/18/2003 07:06:06 AM,,,Other,05/18/2003 07:06:53 AM,BAKER ST/MCALLISTER ST,SF,94117.0,B05,21,4254,3,3,3,True,,1,ENGINE,1.0,5.0,5.0,Lone Mountain/USF,031380079-E21,POINT (-122.44168 37.777374),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,18.0
91830165,E15,9054280,Medical Incident,07/02/2009,07/02/2009,07/02/2009 01:14:48 PM,07/02/2009 01:16:20 PM,07/02/2009 01:16:48 PM,07/02/2009 01:16:58 PM,07/02/2009 01:17:50 PM,07/02/2009 01:38:08 PM,07/02/2009 02:04:19 PM,Other,07/02/2009 02:04:40 PM,FOERSTER ST/MONTEREY BLVD,SF,94112.0,B09,15.0,8235.0,3,3,3,False,,1,ENGINE,1.0,9.0,7.0,West of Twin Peaks,091830165-E15,POINT (-122.44887 37.731544),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,41.0
51920315,B02,5051283,Other,07/11/2005,07/11/2005,07/11/2005 05:16:07 PM,07/11/2005 05:16:40 PM,07/11/2005 05:17:01 PM,07/11/2005 05:19:11 PM,,,,Other,07/11/2005 05:23:32 PM,17TH ST/CASTRO ST/MARKET ST,SF,94114.0,B05,6,5233,3,3,3,False,,1,CHIEF,3.0,5.0,8.0,Castro/Upper Market,051920315-B02,POINT (-122.43519 37.762672),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,5.0
220970204,E08,22044183,Alarms,04/07/2022,04/06/2022,04/07/2022 02:38:57 AM,04/07/2022 02:40:17 AM,04/07/2022 02:41:04 AM,04/07/2022 02:43:47 AM,04/07/2022 02:46:22 AM,,,Fire,04/07/2022 02:55:44 AM,TOWNSEND ST/STANFORD ST,San Francisco,94107.0,B03,8,2154,3,3,3,True,Alarm,1,ENGINE,1.0,3.0,6.0,Financial District/South Beach,220970204-E08,POINT (-122.39107 37.78018),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8.0
72330076,M38,7066746,Medical Incident,08/21/2007,08/21/2007,08/21/2007 08:11:58 AM,08/21/2007 08:12:37 AM,08/21/2007 08:13:08 AM,08/21/2007 08:13:51 AM,08/21/2007 08:21:58 AM,08/21/2007 08:29:26 AM,08/21/2007 08:42:32 AM,Code 2 Transport,08/21/2007 09:02:59 AM,EDDY ST/LEAVENWORTH ST,SF,94102.0,B02,3,1545,3,3,3,True,,1,MEDIC,2.0,2.0,6.0,Tenderloin,072330076-M38,POINT (-122.41424 37.783722),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
91950040,M15,9057783,Medical Incident,07/14/2009,07/13/2009,07/14/2009 04:59:10 AM,07/14/2009 05:02:03 AM,07/14/2009 05:02:11 AM,07/14/2009 05:03:19 AM,07/14/2009 05:08:19 AM,07/14/2009 05:16:23 AM,07/14/2009 05:24:35 AM,Code 2 Transport,07/14/2009 05:44:11 AM,RUSSIA AVE/MUNICH ST,SF,94112.0,B09,43,6161,3,3,3,True,,1,MEDIC,2.0,9.0,11.0,Excelsior,091950040-M15,POINT (-122.42917 37.717762),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,7.0
61580125,T06,6043867,Alarms,06/07/2006,06/07/2006,06/07/2006 08:28:19 AM,06/07/2006 08:29:52 AM,06/07/2006 08:30:15 AM,06/07/2006 08:32:15 AM,06/07/2006 08:34:03 AM,,,Other,,ALERT ALY/DOLORES ST,SF,94103.0,B02,6,5227,3,3,3,False,,1,TRUCK,2.0,2.0,8.0,Castro/Upper Market,061580125-T06,POINT (-122.42649 37.765774),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
211500306,87,21064080,Medical Incident,05/30/2021,05/29/2021,05/30/2021 02:47:49 AM,05/30/2021 02:50:27 AM,05/30/2021 02:50:46 AM,05/30/2021 02:50:55 AM,05/30/2021 03:08:05 AM,05/30/2021 03:35:39 AM,05/30/2021 03:53:16 AM,Code 2 Transport,05/30/2021 04:31:41 AM,POLK ST/CEDAR ST,San Francisco,94109.0,B04,3.0,3121.0,2,2,2,True,Potentially Life-Threatening,1,MEDIC,1.0,4.0,6.0,Tenderloin,211500306-87,POINT (-122.41983 37.786358),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
133240327,T08,13110147,Elevator / Escalator Rescue,11/20/2013,11/20/2013,11/20/2013 06:05:26 PM,11/20/2013 06:06:22 PM,11/20/2013 06:06:39 PM,11/20/2013 06:08:28 PM,11/20/2013 06:14:20 PM,,,Other,11/20/2013 06:53:54 PM,LANSING ST/GUY PL,SF,94105.0,B03,35.0,2137,3,3,3,False,Alarm,1,TRUCK,1.0,3.0,6.0,Financial District/South Beach,133240327-T08,POINT (-122.39437 37.78574),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8.0
160620789,75,16024605,Medical Incident,03/02/2016,03/02/2016,03/02/2016 08:36:48 AM,03/02/2016 08:36:48 AM,03/02/2016 08:37:13 AM,03/02/2016 08:37:34 AM,03/02/2016 08:45:41 AM,03/02/2016 08:59:05 AM,03/02/2016 09:03:07 AM,Code 2 Transport,03/02/2016 09:45:02 AM,GEARY ST/POLK ST,San Francisco,94109.0,B04,3.0,3116.0,2,2,2,True,Non Life-threatening,1,MEDIC,1.0,4.0,6.0,Tenderloin,160620789-75,POINT (-122.41974 37.785892),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
160980719,71,16038803,Medical Incident,04/07/2016,04/06/2016,04/07/2016 07:23:24 AM,04/07/2016 07:26:44 AM,04/07/2016 07:27:30 AM,04/07/2016 07:27:39 AM,04/07/2016 07:40:48 AM,04/07/2016 08:05:56 AM,04/07/2016 08:19:30 AM,Code 3 Transport,04/07/2016 09:22:38 AM,MISSION ST/OLIVER ST,San Francisco,94112.0,B09,33.0,6212.0,2,2,2,True,Potentially Life-Threatening,1,MEDIC,1.0,9.0,11.0,Outer Mission,160980719-71,POINT (-122.4505 37.709545),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,28.0
140450300,T16,14015411,Structure Fire / Smoke in Building,02/14/2014,02/14/2014,02/14/2014 06:44:30 PM,02/14/2014 06:45:08 PM,02/14/2014 06:45:39 PM,02/14/2014 06:46:35 PM,02/14/2014 06:48:13 PM,,,Other,02/14/2014 07:03:16 PM,GREEN ST/PIERCE ST,SF,94123.0,B04,16,3654,3,3,3,False,Alarm,1,TRUCK,1.0,4.0,2.0,Marina,140450300-T16,POINT (-122.43859 37.795742),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,13.0
142831369,AM02,14099614,Elevator / Escalator Rescue,10/10/2014,10/10/2014,10/10/2014 11:20:41 AM,10/10/2014 11:22:03 AM,10/10/2014 11:22:22 AM,10/10/2014 11:23:10 AM,10/10/2014 11:30:20 AM,10/10/2014 11:59:47 AM,10/10/2014 12:01:28 PM,Code 2 Transport,10/10/2014 12:48:25 PM,GEARY BLVD/GOUGH ST/PETER YORKE WAY/STARR KING WAY,San Francisco,94109.0,B04,3.0,3261.0,3,3,3,False,Alarm,1,PRIVATE,2.0,4.0,5.0,Western Addition,142831369-AM02,POINT (-122.42469 37.785336),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39.0
111390147,AM04,11046173,Medical Incident,05/19/2011,05/19/2011,05/19/2011 11:21:30 AM,05/19/2011 11:23:18 AM,05/19/2011 11:23:43 AM,05/19/2011 11:24:38 AM,05/19/2011 11:28:32 AM,05/19/2011 11:52:47 AM,05/19/2011 12:19:18 PM,Code 2 Transport,05/19/2011 01:08:49 PM,43RD AVE/KIRKHAM ST,SF,94122.0,B08,23,7652,3,3,3,False,,1,PRIVATE,3.0,8.0,4.0,Sunset/Parkside,111390147-AM04,POINT (-122.50258 37.7587),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,35.0
2080267,M36,62382,Medical Incident,07/26/2000,07/26/2000,07/26/2000 08:59:22 PM,07/26/2000 09:00:45 PM,07/26/2000 09:01:12 PM,07/26/2000 09:02:20 PM,07/26/2000 09:04:41 PM,07/26/2000 09:19:57 PM,07/26/2000 09:29:06 PM,Other,07/26/2000 09:52:04 PM,18TH ST/MISSION ST,SF,94110.0,B02,7.0,5423.0,3,3,3,True,,1,MEDIC,2.0,6.0,9.0,Mission,002080267-M36,POINT (-122.41936 37.761837),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
51450183,E18,5038782,Medical Incident,05/25/2005,05/25/2005,05/25/2005 11:48:42 AM,05/25/2005 11:53:06 AM,05/25/2005 11:54:05 AM,05/25/2005 11:54:54 AM,05/25/2005 11:57:45 AM,,,Other,05/25/2005 12:09:48 PM,46TH AVE/LAWTON ST,SF,94122.0,B08,23,7661,3,3,3,True,,1,ENGINE,2.0,8.0,4.0,Sunset/Parkside,051450183-E18,POINT (-122.50567 37.756695),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,35.0
91210010,E02,9035664,Medical Incident,05/01/2009,04/30/2009,05/01/2009 12:36:49 AM,05/01/2009 12:38:25 AM,05/01/2009 12:38:35 AM,05/01/2009 12:40:04 AM,05/01/2009 12:41:23 AM,,,Other,05/01/2009 12:45:06 AM,STOCKTON ST/PACIFIC AVE,SF,94133.0,B01,2,1332,3,3,3,True,,1,ENGINE,1.0,1.0,3.0,Chinatown,091210010-E02,POINT (-122.40843 37.796703),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,6.0
140590329,E07,14020021,Medical Incident,02/28/2014,02/28/2014,02/28/2014 07:01:04 PM,02/28/2014 07:07:46 PM,02/28/2014 07:08:48 PM,02/28/2014 07:10:04 PM,02/28/2014 07:14:00 PM,,,Unable to Locate,02/28/2014 07:16:38 PM,UTAH ST/16TH ST,SF,94103.0,B02,29,2416.0,2,2,2,True,Non Life-threatening,1,ENGINE,1.0,2.0,10.0,Mission,140590329-E07,POINT (-122.406555 37.765842),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
110420297,E07,11014003,Medical Incident,02/11/2011,02/11/2011,02/11/2011 05:37:43 PM,02/11/2011 05:38:58 PM,02/11/2011 05:39:11 PM,02/11/2011 05:40:13 PM,02/11/2011 05:42:18 PM,,,Other,02/11/2011 05:45:57 PM,23RD ST/CAPP ST,SF,94110.0,B06,7,5511,3,3,3,True,,1,ENGINE,2.0,6.0,9.0,Mission,110420297-E07,POINT (-122.4175 37.753902),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20.0
40730367,T03,4021024,Vehicle Fire,03/13/2004,03/13/2004,03/13/2004 09:38:08 PM,03/13/2004 09:38:45 PM,03/13/2004 09:39:01 PM,03/13/2004 09:40:30 PM,03/13/2004 09:41:45 PM,,,Other,03/13/2004 09:48:40 PM,VAN NESS AVE/ALICE B TOKLAS PL,SF,94109.0,B04,3,3161,3,3,3,False,,1,TRUCK,2.0,4.0,5.0,Tenderloin,040730367-T03,POINT (-122.42122 37.785233),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
232470805,D2,23118327,Structure Fire / Smoke in Building,09/04/2023,09/04/2023,09/04/2023 10:00:37 AM,09/04/2023 10:06:53 AM,09/04/2023 10:08:03 AM,09/04/2023 10:08:47 AM,09/04/2023 10:12:58 AM,,,Fire,09/04/2023 10:14:17 AM,LILY ST/OCTAVIA ST,San Francisco,94102.0,B02,36.0,3313.0,3,3,3,False,Fire,1,CHIEF,7.0,2.0,5.0,Hayes Valley,232470805-D2,POINT (-122.42389 37.774376),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,9.0
43650115,B07,4100754,Medical Incident,12/30/2004,12/30/2004,12/30/2004 10:29:09 AM,12/30/2004 10:31:16 AM,12/30/2004 10:31:39 AM,,12/30/2004 10:42:53 AM,,,Other,12/30/2004 10:47:32 AM,40TH AVE/FULTON ST,SF,94122.0,B07,34.0,7262,3,3,3,False,,1,CHIEF,5.0,7.0,1.0,Outer Richmond,043650115-B07,POINT (-122.50026 37.771835),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,12.0
201622726,95,20067599,Medical Incident,06/10/2020,06/10/2020,06/10/2020 06:54:04 PM,06/10/2020 06:54:29 PM,06/10/2020 06:54:59 PM,06/10/2020 06:55:03 PM,06/10/2020 06:58:39 PM,06/10/2020 07:07:44 PM,06/10/2020 07:18:46 PM,Code 2 Transport,06/10/2020 08:00:30 PM,MYRTLE ST/LARKIN ST,San Francisco,94109.0,B04,3.0,1642,3,3,3,True,Potentially Life-Threatening,1,MEDIC,1.0,4.0,6.0,Tenderloin,201622726-95,POINT (-122.418 37.78564),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
161031932,63,16040921,Medical Incident,04/12/2016,04/12/2016,04/12/2016 01:25:30 PM,04/12/2016 01:25:52 PM,04/12/2016 01:26:12 PM,04/12/2016 01:26:22 PM,,,,Code 2 Transport,04/12/2016 01:27:14 PM,EDDY ST/JONES ST,San Francisco,94102.0,B02,3.0,1540.0,3,3,3,True,Potentially Life-Threatening,1,MEDIC,4.0,2.0,6.0,Tenderloin,161031932-63,POINT (-122.4126 37.78393),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
240070820,M567,24003240,Medical Incident,01/07/2024,01/07/2024,01/07/2024 09:52:03 AM,01/07/2024 09:53:23 AM,01/07/2024 09:53:42 AM,01/07/2024 09:53:45 AM,01/07/2024 09:57:13 AM,01/07/2024 10:16:55 AM,01/07/2024 10:21:13 AM,Code 2 Transport,01/07/2024 10:57:50 AM,STEINER ST/DUBOCE AVE,San Francisco,94114.0,B05,6.0,5131,2,2,2,True,Non Life-threatening,1,MEDIC,1.0,5.0,8.0,Haight Ashbury,240070820-M567,POINT (-122.43157 37.769306),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,5.0
193152477,RC1,19136194,Medical Incident,11/11/2019,11/11/2019,11/11/2019 03:29:31 PM,11/11/2019 03:30:32 PM,11/11/2019 03:30:50 PM,11/11/2019 03:32:45 PM,11/11/2019 03:34:48 PM,,,Medical Examiner,11/11/2019 04:00:01 PM,WASHINGTON ST/DAVIS ST,San Francisco,94111.0,B01,13,1142,E,E,3,True,Potentially Life-Threatening,1,RESCUE CAPTAIN,2.0,1.0,3.0,Financial District/South Beach,193152477-RC1,POINT (-122.398155 37.796185),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8.0
192573334,E07,19110048,Outside Fire,09/14/2019,09/14/2019,09/14/2019 06:31:23 PM,09/14/2019 06:31:23 PM,09/14/2019 06:32:07 PM,09/14/2019 06:33:31 PM,09/14/2019 06:37:29 PM,,,Fire,09/14/2019 06:41:53 PM,MARKET ST/16TH ST/NOE ST,San Francisco,94114.0,B05,6.0,5252.0,C,3,3,True,Fire,1,ENGINE,1.0,5.0,8.0,Castro/Upper Market,192573334-E07,POINT (-122.433075 37.764194),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,5.0
40530214,M01,4014918,Medical Incident,02/22/2004,02/22/2004,02/22/2004 03:23:49 PM,02/22/2004 03:25:30 PM,02/22/2004 03:25:43 PM,02/22/2004 03:26:54 PM,02/22/2004 03:30:38 PM,02/22/2004 03:49:24 PM,,Other,02/22/2004 03:49:26 PM,EDDY ST/JONES ST,SF,94102.0,B02,3,1540,3,3,3,True,,1,MEDIC,1.0,2.0,6.0,Tenderloin,040530214-M01,POINT (-122.4126 37.78393),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36.0
